1238	867	20	74	0	129	0	0.2	5	109	113	128	96	117	120	123	100	108	111	116	97	98	99	118	119	121	122	125	126	127	101	102	105	0	0	0	0	0	0	0	0	0
1282	684	36	71	0	316	0	0.1	1	317	318	323	324	331	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1305	936	21	95	0	75	0	0.2	0	77	78	79	81	82	83	84	85	87	90	91	93	98	100	101	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1305	1000	21	94	0	114	0	0.2	0	116	117	118	119	120	121	122	123	124	129	130	131	132	135	136	137	138	139	140	141	142	143	145	146	148	0	0	0	0	0	0	0	0
1311	120	11	93	0	1	0	0.2	0	3	4	5	6	7	8	9	10	11	12	13	14	17	19	20	23	24	25	26	27	28	29	30	31	32	34	35	0	0	0	0	0	0
1311	332	11	101	0	39	0	0.2	1	42	43	45	46	47	49	51	54	56	57	58	61	62	65	66	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1327	368	15	91	0	165	0	0.2	1	168	174	175	176	177	181	183	188	191	193	194	196	197	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1338	817	25	85	0	34	0	0.2	0	3	4	15	17	24	30	31	32	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1338	192	20	106	0	92	0	0.2	2	59	60	61	62	63	64	65	66	67	69	72	73	75	79	80	81	82	83	84	85	86	88	89	90	91	103	0	0	0	0	0	0	0
1433	78	11	102	0	146	0	0.2	2	62	63	65	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1385	580	25	65	0	154	0	0.2	1	145	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
