1186	345	13	82	0	48	0	0.7	1	26	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1227	448	15	90	0	1	0	0.2	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1242	304	12	101	0	2	0	0.2	0	17	21	36	25	28	18	24	27	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1242	407	13	83	0	315	0	0.2	1	291	289	288	286	302	304	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1279	100	11	93	0	1	0	0.1	0	62	61	54	84	77	72	74	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1290	710	45	77	0	264	0	0.2	0	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1305	650	19	89	0	158	0	0.2	2	167	165	164	163	159	191	172	182	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1311	187	11	88	0	70	0	0.2	0	47	46	41	39	38	40	62	61	58	57	63	53	51	65	66	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1311	404	13	106	0	168	0	0.2	1	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	191	192	193	194	195	196	197	198	199	200	201	202	0	0	0	0
1311	406	15	106	0	425	0	0.2	1	437	432	428	430	449	444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1327	46	10	87	0	353	0	0.2	2	326	325	324	322	321	320	343	342	336	334	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1327	130	21	86	0	94	0	0.2	2	100	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1327	170	15	100	0	489	0	0.2	2	500	514	512	505	504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
